Area_Name	Year	Group_Name	Cases_Convicted	Cases_Reported
Tripura	2001	Cruelty by Husband and Relatives	13	227
Uttar Pradesh	2001	Cruelty by Husband and Relatives	1515	7365
Uttarakhand	2001	Cruelty by Husband and Relatives	121	301
West Bengal	2001	Cruelty by Husband and Relatives	123	3859
Andaman & Nicobar Islands	2002	Cruelty by Husband and Relatives	0	4
Andhra Pradesh	2002	Cruelty by Husband and Relatives	595	7018
Arunachal Pradesh	2002	Cruelty by Husband and Relatives	0	13
Assam	2002	Cruelty by Husband and Relatives	53	1694
Bihar	2002	Cruelty by Husband and Relatives	149	1577
Chandigarh	2002	Cruelty by Husband and Relatives	1	56
Chhattisgarh	2002	Cruelty by Husband and Relatives	82	653
Dadra & Nagar Haveli	2002	Cruelty by Husband and Relatives	0	3
Daman & Diu	2002	Cruelty by Husband and Relatives	0	3
Delhi	2002	Cruelty by Husband and Relatives	9	135
Goa	2002	Cruelty by Husband and Relatives	3	8
Gujarat	2002	Cruelty by Husband and Relatives	78	3321
Haryana	2002	Cruelty by Husband and Relatives	80	1565
Himachal Pradesh	2002	Cruelty by Husband and Relatives	11	234
Jammu & Kashmir	2002	Cruelty by Husband and Relatives	0	54
Jharkhand	2002	Cruelty by Husband and Relatives	67	588
Karnataka	2002	Cruelty by Husband and Relatives	55	1826
Kerala	2002	Cruelty by Husband and Relatives	94	2836
Lakshadweep	2002	Cruelty by Husband and Relatives	0	0
Madhya Pradesh	2002	Cruelty by Husband and Relatives	396	3117
Maharashtra	2002	Cruelty by Husband and Relatives	221	5353
Manipur	2002	Cruelty by Husband and Relatives	0	10
Meghalaya	2002	Cruelty by Husband and Relatives	0	0
Mizoram	2002	Cruelty by Husband and Relatives	1	3
Nagaland	2002	Cruelty by Husband and Relatives	0	0
Odisha	2002	Cruelty by Husband and Relatives	91	1167
Puducherry	2002	Cruelty by Husband and Relatives	0	9
Punjab	2002	Cruelty by Husband and Relatives	116	944
Rajasthan	2002	Cruelty by Husband and Relatives	1126	5691
Sikkim	2002	Cruelty by Husband and Relatives	0	3
Tamil Nadu	2002	Cruelty by Husband and Relatives	130	1052
Tripura	2002	Cruelty by Husband and Relatives	9	236
Uttar Pradesh	2002	Cruelty by Husband and Relatives	1689	5679
Uttarakhand	2002	Cruelty by Husband and Relatives	54	316
West Bengal	2002	Cruelty by Husband and Relatives	477	4069
Andaman & Nicobar Islands	2003	Cruelty by Husband and Relatives	0	7
Andhra Pradesh	2003	Cruelty by Husband and Relatives	672	8167
Arunachal Pradesh	2003	Cruelty by Husband and Relatives	1	14
Assam	2003	Cruelty by Husband and Relatives	52	1808
Bihar	2003	Cruelty by Husband and Relatives	144	1880
Chandigarh	2003	Cruelty by Husband and Relatives	0	93
Chhattisgarh	2003	Cruelty by Husband and Relatives	99	601
Dadra & Nagar Haveli	2003	Cruelty by Husband and Relatives	0	2
Daman & Diu	2003	Cruelty by Husband and Relatives	0	0
Delhi	2003	Cruelty by Husband and Relatives	10	1211
Goa	2003	Cruelty by Husband and Relatives	1	24
Gujarat	2003	Cruelty by Husband and Relatives	56	3684
Haryana	2003	Cruelty by Husband and Relatives	66	1618
Himachal Pradesh	2003	Cruelty by Husband and Relatives	10	221
Jammu & Kashmir	2003	Cruelty by Husband and Relatives	7	71
Jharkhand	2003	Cruelty by Husband and Relatives	47	559
Karnataka	2003	Cruelty by Husband and Relatives	47	1704
Kerala	2003	Cruelty by Husband and Relatives	96	2930
Lakshadweep	2003	Cruelty by Husband and Relatives	0	1
Madhya Pradesh	2003	Cruelty by Husband and Relatives	645	2938
Maharashtra	2003	Cruelty by Husband and Relatives	176	5452
Manipur	2003	Cruelty by Husband and Relatives	0	4
Meghalaya	2003	Cruelty by Husband and Relatives	0	4
Mizoram	2003	Cruelty by Husband and Relatives	1	3
Nagaland	2003	Cruelty by Husband and Relatives	0	0
Odisha	2003	Cruelty by Husband and Relatives	94	1289
Puducherry	2003	Cruelty by Husband and Relatives	0	4
Punjab	2003	Cruelty by Husband and Relatives	119	987
Rajasthan	2003	Cruelty by Husband and Relatives	778	5733
Sikkim	2003	Cruelty by Husband and Relatives	1	1
Tamil Nadu	2003	Cruelty by Husband and Relatives	93	1555
Tripura	2003	Cruelty by Husband and Relatives	44	247
Uttar Pradesh	2003	Cruelty by Husband and Relatives	1064	2626
Uttarakhand	2003	Cruelty by Husband and Relatives	85	317
West Bengal	2003	Cruelty by Husband and Relatives	101	4948
Andaman & Nicobar Islands	2004	Cruelty by Husband and Relatives	0	5
Andhra Pradesh	2004	Cruelty by Husband and Relatives	727	8388
Arunachal Pradesh	2004	Cruelty by Husband and Relatives	0	4
Assam	2004	Cruelty by Husband and Relatives	104	1945
Bihar	2004	Cruelty by Husband and Relatives	142	2679
Chandigarh	2004	Cruelty by Husband and Relatives	2	73
Chhattisgarh	2004	Cruelty by Husband and Relatives	125	741
Dadra & Nagar Haveli	2004	Cruelty by Husband and Relatives	0	3
Daman & Diu	2004	Cruelty by Husband and Relatives	0	4
Delhi	2004	Cruelty by Husband and Relatives	240	1254
Goa	2004	Cruelty by Husband and Relatives	1	17
Gujarat	2004	Cruelty by Husband and Relatives	86	3955
Haryana	2004	Cruelty by Husband and Relatives	123	2026
Himachal Pradesh	2004	Cruelty by Husband and Relatives	17	252
Jammu & Kashmir	2004	Cruelty by Husband and Relatives	4	82
Jharkhand	2004	Cruelty by Husband and Relatives	47	588
Karnataka	2004	Cruelty by Husband and Relatives	65	1588
Kerala	2004	Cruelty by Husband and Relatives	160	3222
Lakshadweep	2004	Cruelty by Husband and Relatives	0	1
Madhya Pradesh	2004	Cruelty by Husband and Relatives	739	3436
Maharashtra	2004	Cruelty by Husband and Relatives	162	5646
Manipur	2004	Cruelty by Husband and Relatives	0	2
Meghalaya	2004	Cruelty by Husband and Relatives	0	5
Mizoram	2004	Cruelty by Husband and Relatives	1	0
Nagaland	2004	Cruelty by Husband and Relatives	2	0
Odisha	2004	Cruelty by Husband and Relatives	115	1192
Puducherry	2004	Cruelty by Husband and Relatives	0	2
Punjab	2004	Cruelty by Husband and Relatives	95	801
Rajasthan	2004	Cruelty by Husband and Relatives	1016	6781
Sikkim	2004	Cruelty by Husband and Relatives	0	1
Tamil Nadu	2004	Cruelty by Husband and Relatives	181	1437
Tripura	2004	Cruelty by Husband and Relatives	35	302
Uttar Pradesh	2004	Cruelty by Husband and Relatives	1329	4950
Uttarakhand	2004	Cruelty by Husband and Relatives	61	405
West Bengal	2004	Cruelty by Husband and Relatives	125	6334
Andaman & Nicobar Islands	2005	Cruelty by Husband and Relatives	0	5
Andhra Pradesh	2005	Cruelty by Husband and Relatives	603	8696
Arunachal Pradesh	2005	Cruelty by Husband and Relatives	1	9
Assam	2005	Cruelty by Husband and Relatives	148	2206
Bihar	2005	Cruelty by Husband and Relatives	163	1574
Chandigarh	2005	Cruelty by Husband and Relatives	0	75
Chhattisgarh	2005	Cruelty by Husband and Relatives	183	732
Dadra & Nagar Haveli	2005	Cruelty by Husband and Relatives	0	5
Daman & Diu	2005	Cruelty by Husband and Relatives	0	3
Delhi	2005	Cruelty by Husband and Relatives	84	1324
Goa	2005	Cruelty by Husband and Relatives	0	11
Gujarat	2005	Cruelty by Husband and Relatives	135	4090
Haryana	2005	Cruelty by Husband and Relatives	92	2075
Himachal Pradesh	2005	Cruelty by Husband and Relatives	12	228
Jammu & Kashmir	2005	Cruelty by Husband and Relatives	0	76
Jharkhand	2005	Cruelty by Husband and Relatives	120	590
Karnataka	2005	Cruelty by Husband and Relatives	74	1883
Kerala	2005	Cruelty by Husband and Relatives	136	3283
Lakshadweep	2005	Cruelty by Husband and Relatives	0	0
Madhya Pradesh	2005	Cruelty by Husband and Relatives	665	2989
Maharashtra	2005	Cruelty by Husband and Relatives	161	6233
Manipur	2005	Cruelty by Husband and Relatives	0	20
Meghalaya	2005	Cruelty by Husband and Relatives	0	3
Mizoram	2005	Cruelty by Husband and Relatives	1	0
Nagaland	2005	Cruelty by Husband and Relatives	0	0
Odisha	2005	Cruelty by Husband and Relatives	86	1671
Puducherry	2005	Cruelty by Husband and Relatives	0	6
Punjab	2005	Cruelty by Husband and Relatives	48	729
Rajasthan	2005	Cruelty by Husband and Relatives	822	5997
Sikkim	2005	Cruelty by Husband and Relatives	1	4
Tamil Nadu	2005	Cruelty by Husband and Relatives	196	1650
Tripura	2005	Cruelty by Husband and Relatives	43	439
Uttar Pradesh	2005	Cruelty by Husband and Relatives	1452	4505
Uttarakhand	2005	Cruelty by Husband and Relatives	47	272
West Bengal	2005	Cruelty by Husband and Relatives	466	6936
Andaman & Nicobar Islands	2006	Cruelty by Husband and Relatives	0	7
Andhra Pradesh	2006	Cruelty by Husband and Relatives	687	9164
Arunachal Pradesh	2006	Cruelty by Husband and Relatives	3	14
Assam	2006	Cruelty by Husband and Relatives	235	2548
Bihar	2006	Cruelty by Husband and Relatives	206	1689
Chandigarh	2006	Cruelty by Husband and Relatives	0	102
Chhattisgarh	2006	Cruelty by Husband and Relatives	186	717
Dadra & Nagar Haveli	2006	Cruelty by Husband and Relatives	0	5
Daman & Diu	2006	Cruelty by Husband and Relatives	0	2
Delhi	2006	Cruelty by Husband and Relatives	113	1728
Goa	2006	Cruelty by Husband and Relatives	0	14
Gujarat	2006	Cruelty by Husband and Relatives	95	4977
Haryana	2006	Cruelty by Husband and Relatives	100	2254
Himachal Pradesh	2006	Cruelty by Husband and Relatives	11	259
Jammu & Kashmir	2006	Cruelty by Husband and Relatives	2	135
Jharkhand	2006	Cruelty by Husband and Relatives	259	668
Karnataka	2006	Cruelty by Husband and Relatives	97	2129
Kerala	2006	Cruelty by Husband and Relatives	239	3708
Lakshadweep	2006	Cruelty by Husband and Relatives	0	1
Madhya Pradesh	2006	Cruelty by Husband and Relatives	1001	2989
Maharashtra	2006	Cruelty by Husband and Relatives	134	6738
Manipur	2006	Cruelty by Husband and Relatives	0	10
Meghalaya	2006	Cruelty by Husband and Relatives	0	13
Mizoram	2006	Cruelty by Husband and Relatives	1	1
Nagaland	2006	Cruelty by Husband and Relatives	1	3
Odisha	2006	Cruelty by Husband and Relatives	96	694
Puducherry	2006	Cruelty by Husband and Relatives	4	19
Punjab	2006	Cruelty by Husband and Relatives	67	801
Rajasthan	2006	Cruelty by Husband and Relatives	1054	7038
Sikkim	2006	Cruelty by Husband and Relatives	1	6
Tamil Nadu	2006	Cruelty by Husband and Relatives	162	1248
Tripura	2006	Cruelty by Husband and Relatives	50	471
Uttar Pradesh	2006	Cruelty by Husband and Relatives	1559	5204
Uttarakhand	2006	Cruelty by Husband and Relatives	25	358
West Bengal	2006	Cruelty by Husband and Relatives	469	7414
Andaman & Nicobar Islands	2007	Cruelty by Husband and Relatives	1	18
Andhra Pradesh	2007	Cruelty by Husband and Relatives	979	11335
Arunachal Pradesh	2007	Cruelty by Husband and Relatives	0	20
Assam	2007	Cruelty by Husband and Relatives	247	3000
Bihar	2007	Cruelty by Husband and Relatives	154	1635
Chandigarh	2007	Cruelty by Husband and Relatives	1	112
Chhattisgarh	2007	Cruelty by Husband and Relatives	116	824
Dadra & Nagar Haveli	2007	Cruelty by Husband and Relatives	0	3
Daman & Diu	2007	Cruelty by Husband and Relatives	0	3
Delhi	2007	Cruelty by Husband and Relatives	126	1787
Goa	2007	Cruelty by Husband and Relatives	1	14
Gujarat	2007	Cruelty by Husband and Relatives	151	5827
Haryana	2007	Cruelty by Husband and Relatives	79	2412
Himachal Pradesh	2007	Cruelty by Husband and Relatives	10	342
Jammu & Kashmir	2007	Cruelty by Husband and Relatives	0	176
Jharkhand	2007	Cruelty by Husband and Relatives	130	801
Karnataka	2007	Cruelty by Husband and Relatives	91	2507
Kerala	2007	Cruelty by Husband and Relatives	138	3999
Lakshadweep	2007	Cruelty by Husband and Relatives	0	2
Madhya Pradesh	2007	Cruelty by Husband and Relatives	890	3294
Maharashtra	2007	Cruelty by Husband and Relatives	121	7356
Manipur	2007	Cruelty by Husband and Relatives	0	15
Meghalaya	2007	Cruelty by Husband and Relatives	0	19
Mizoram	2007	Cruelty by Husband and Relatives	0	2
Nagaland	2007	Cruelty by Husband and Relatives	0	0
Odisha	2007	Cruelty by Husband and Relatives	131	728
Puducherry	2007	Cruelty by Husband and Relatives	0	17
Punjab	2007	Cruelty by Husband and Relatives	64	971
Rajasthan	2007	Cruelty by Husband and Relatives	1129	8170
Sikkim	2007	Cruelty by Husband and Relatives	2	7
Tamil Nadu	2007	Cruelty by Husband and Relatives	206	1976
Tripura	2007	Cruelty by Husband and Relatives	63	545
Uttar Pradesh	2007	Cruelty by Husband and Relatives	1764	7650
Uttarakhand	2007	Cruelty by Husband and Relatives	75	463
West Bengal	2007	Cruelty by Husband and Relatives	162	9900
Andaman & Nicobar Islands	2008	Cruelty by Husband and Relatives	0	26
Andhra Pradesh	2008	Cruelty by Husband and Relatives	697	10306
Arunachal Pradesh	2008	Cruelty by Husband and Relatives	0	13
Assam	2008	Cruelty by Husband and Relatives	141	3478
Bihar	2008	Cruelty by Husband and Relatives	197	1992
Chandigarh	2008	Cruelty by Husband and Relatives	1	49
Chhattisgarh	2008	Cruelty by Husband and Relatives	113	897
Dadra & Nagar Haveli	2008	Cruelty by Husband and Relatives	0	4
Daman & Diu	2008	Cruelty by Husband and Relatives	0	5
Delhi	2008	Cruelty by Husband and Relatives	43	1387
Goa	2008	Cruelty by Husband and Relatives	0	12
Gujarat	2008	Cruelty by Husband and Relatives	140	6094
Haryana	2008	Cruelty by Husband and Relatives	102	2435
Himachal Pradesh	2008	Cruelty by Husband and Relatives	9	343
Jammu & Kashmir	2008	Cruelty by Husband and Relatives	1	162
Jharkhand	2008	Cruelty by Husband and Relatives	157	851
Karnataka	2008	Cruelty by Husband and Relatives	75	2638
Kerala	2008	Cruelty by Husband and Relatives	153	4138
Lakshadweep	2008	Cruelty by Husband and Relatives	0	1
Madhya Pradesh	2008	Cruelty by Husband and Relatives	1306	3185
Maharashtra	2008	Cruelty by Husband and Relatives	153	7829
Manipur	2008	Cruelty by Husband and Relatives	0	28
Meghalaya	2008	Cruelty by Husband and Relatives	2	32
Mizoram	2008	Cruelty by Husband and Relatives	2	5
Nagaland	2008	Cruelty by Husband and Relatives	1	4
Odisha	2008	Cruelty by Husband and Relatives	152	1618
Puducherry	2008	Cruelty by Husband and Relatives	0	12
Punjab	2008	Cruelty by Husband and Relatives	65	984
Rajasthan	2008	Cruelty by Husband and Relatives	1197	8113
Sikkim	2008	Cruelty by Husband and Relatives	0	5
Tamil Nadu	2008	Cruelty by Husband and Relatives	307	1648
Tripura	2008	Cruelty by Husband and Relatives	49	735
Uttar Pradesh	2008	Cruelty by Husband and Relatives	2345	8312
Uttarakhand	2008	Cruelty by Husband and Relatives	106	340
West Bengal	2008	Cruelty by Husband and Relatives	196	13663
Andaman & Nicobar Islands	2009	Cruelty by Husband and Relatives	0	21
Andhra Pradesh	2009	Cruelty by Husband and Relatives	561	11297
Arunachal Pradesh	2009	Cruelty by Husband and Relatives	3	13
Assam	2009	Cruelty by Husband and Relatives	281	4398
Bihar	2009	Cruelty by Husband and Relatives	169	2532
Chandigarh	2009	Cruelty by Husband and Relatives	7	51
Chhattisgarh	2009	Cruelty by Husband and Relatives	59	893
Dadra & Nagar Haveli	2009	Cruelty by Husband and Relatives	0	3
Daman & Diu	2009	Cruelty by Husband and Relatives	0	3
Delhi	2009	Cruelty by Husband and Relatives	78	1283
Goa	2009	Cruelty by Husband and Relatives	0	21
Gujarat	2009	Cruelty by Husband and Relatives	106	5506
Haryana	2009	Cruelty by Husband and Relatives	122	2617
Himachal Pradesh	2009	Cruelty by Husband and Relatives	9	284
Jammu & Kashmir	2009	Cruelty by Husband and Relatives	2	196
Jharkhand	2009	Cruelty by Husband and Relatives	304	710
Karnataka	2009	Cruelty by Husband and Relatives	80	3185
Kerala	2009	Cruelty by Husband and Relatives	181	4007
Lakshadweep	2009	Cruelty by Husband and Relatives	0	0
Madhya Pradesh	2009	Cruelty by Husband and Relatives	918	3983
Maharashtra	2009	Cruelty by Husband and Relatives	119	7681
Manipur	2009	Cruelty by Husband and Relatives	0	25
Meghalaya	2009	Cruelty by Husband and Relatives	1	24
Mizoram	2009	Cruelty by Husband and Relatives	10	4
Nagaland	2009	Cruelty by Husband and Relatives	2	0
Odisha	2009	Cruelty by Husband and Relatives	121	2047
Puducherry	2009	Cruelty by Husband and Relatives	1	10
Punjab	2009	Cruelty by Husband and Relatives	209	1061
Rajasthan	2009	Cruelty by Husband and Relatives	1275	10371
Sikkim	2009	Cruelty by Husband and Relatives	6	6
Tamil Nadu	2009	Cruelty by Husband and Relatives	238	1460
Tripura	2009	Cruelty by Husband and Relatives	34	815
Uttar Pradesh	2009	Cruelty by Husband and Relatives	2268	8566
Uttarakhand	2009	Cruelty by Husband and Relatives	82	361
West Bengal	2009	Cruelty by Husband and Relatives	134	16112
Andaman & Nicobar Islands	2010	Cruelty by Husband and Relatives	0	9
Andhra Pradesh	2010	Cruelty by Husband and Relatives	756	12080
Arunachal Pradesh	2010	Cruelty by Husband and Relatives	1	12
Assam	2010	Cruelty by Husband and Relatives	227	5410
Bihar	2010	Cruelty by Husband and Relatives	182	2271
Chandigarh	2010	Cruelty by Husband and Relatives	7	41
Chhattisgarh	2010	Cruelty by Husband and Relatives	142	861
Dadra & Nagar Haveli	2010	Cruelty by Husband and Relatives	2	3
Daman & Diu	2010	Cruelty by Husband and Relatives	0	3
Delhi	2010	Cruelty by Husband and Relatives	83	1404
Goa	2010	Cruelty by Husband and Relatives	0	17
Gujarat	2010	Cruelty by Husband and Relatives	110	5600
Haryana	2010	Cruelty by Husband and Relatives	131	2720
Himachal Pradesh	2010	Cruelty by Husband and Relatives	7	275
Jammu & Kashmir	2010	Cruelty by Husband and Relatives	8	211
Jharkhand	2010	Cruelty by Husband and Relatives	177	650
Karnataka	2010	Cruelty by Husband and Relatives	75	3441
Kerala	2010	Cruelty by Husband and Relatives	127	4797
Lakshadweep	2010	Cruelty by Husband and Relatives	0	0
Madhya Pradesh	2010	Cruelty by Husband and Relatives	871	3756
Maharashtra	2010	Cruelty by Husband and Relatives	104	7434
Manipur	2010	Cruelty by Husband and Relatives	0	18
Meghalaya	2010	Cruelty by Husband and Relatives	0	24
Mizoram	2010	Cruelty by Husband and Relatives	2	3
Nagaland	2010	Cruelty by Husband and Relatives	2	1
Odisha	2010	Cruelty by Husband and Relatives	99	2067
Puducherry	2010	Cruelty by Husband and Relatives	0	7
Punjab	2010	Cruelty by Husband and Relatives	123	1163
Rajasthan	2010	Cruelty by Husband and Relatives	1042	11145
Sikkim	2010	Cruelty by Husband and Relatives	0	3
Tamil Nadu	2010	Cruelty by Husband and Relatives	211	1570
Tripura	2010	Cruelty by Husband and Relatives	39	937
Uttar Pradesh	2010	Cruelty by Husband and Relatives	3024	7978
Uttarakhand	2010	Cruelty by Husband and Relatives	64	334
West Bengal	2010	Cruelty by Husband and Relatives	148	17796
Andaman & Nicobar Islands	2001	Importation of Girls	0	0
Andhra Pradesh	2001	Importation of Girls	0	7
Arunachal Pradesh	2001	Importation of Girls	0	0
Assam	2001	Importation of Girls	0	0
Bihar	2001	Importation of Girls	1	83
Chandigarh	2001	Importation of Girls	0	0
Chhattisgarh	2001	Importation of Girls	0	0
Dadra & Nagar Haveli	2001	Importation of Girls	0	0
Daman & Diu	2001	Importation of Girls	0	0
Delhi	2001	Importation of Girls	0	0
Goa	2001	Importation of Girls	0	0
Gujarat	2001	Importation of Girls	0	0
Haryana	2001	Importation of Girls	0	0
Himachal Pradesh	2001	Importation of Girls	0	0
Jammu & Kashmir	2001	Importation of Girls	0	0
Jharkhand	2001	Importation of Girls	2	2
Karnataka	2001	Importation of Girls	0	0
Kerala	2001	Importation of Girls	0	0
Lakshadweep	2001	Importation of Girls	0	0
Madhya Pradesh	2001	Importation of Girls	0	0
Maharashtra	2001	Importation of Girls	0	1
Manipur	2001	Importation of Girls	0	0
Meghalaya	2001	Importation of Girls	0	0
Mizoram	2001	Importation of Girls	0	3
Nagaland	2001	Importation of Girls	0	0
Odisha	2001	Importation of Girls	0	0
Puducherry	2001	Importation of Girls	0	0
Punjab	2001	Importation of Girls	0	0
Rajasthan	2001	Importation of Girls	0	1
Sikkim	2001	Importation of Girls	0	0
Tamil Nadu	2001	Importation of Girls	0	14
Tripura	2001	Importation of Girls	0	0
Uttar Pradesh	2001	Importation of Girls	0	0
Uttarakhand	2001	Importation of Girls	2	0
